12.6308	38.2498
17.0992	36.2836
13.5244	38.5476
17.2183	36.5220
13.4053	37.3561
16.5034	34.2580
12.6903	36.4028
16.5034	33.5430
11.8562	35.2112
16.8609	32.9472
12.0945	34.9729
16.5034	33.1855
13.0478	36.5220
16.8609	33.9005
11.9754	34.7346
16.3842	34.3771
11.4988	34.4963
16.6226	32.5897
12.0945	34.6154
16.3842	32.1131
11.8562	34.9729
16.6226	33.4238
12.4520	35.4495
16.7417	32.8281
12.9287	36.7603
16.3842	33.6622
12.5712	35.5687
16.6226	33.9005
12.5712	35.8070
16.3842	33.4238
11.8562	34.9729
16.2651	32.9472
11.8562	34.7346
16.7417	33.3047
11.7371	34.9729
16.0268	34.0196
11.6179	35.2112
16.1459	34.6154
11.7371	35.3304
16.5034	32.9472
11.4988	34.2580
16.2651	32.5897
12.5712	36.0453
16.2651	34.0196
11.2604	35.3304
16.0268	32.9472
12.6903	37.1178
15.9076	33.4238
11.3796	35.2112
16.2651	33.1855
11.1413	35.2112
16.0268	33.4238
10.9030	35.2112
16.0268	33.3047
11.2604	35.3304
16.2651	33.3047
11.1413	35.3304
16.2651	33.1855
11.7371	35.8070
16.2651	34.2580
11.2604	36.6411
16.2651	34.8537
10.7838	35.8070
16.0268	34.0196
10.4263	35.8070
16.2651	34.6154
10.4263	35.6879
16.1459	33.3047
11.4988	36.8794
15.9076	33.9005
11.7371	36.7603
16.2651	34.0196
11.0221	36.6411
16.3842	33.7813
11.9754	36.9986
16.6226	34.1388
11.0221	36.2836
15.7884	33.3047
11.1413	36.7603
16.2651	32.7089
10.6647	36.6411
16.3842	33.6622
10.9030	37.1178
16.1459	34.1388
10.1880	36.5220
16.2651	33.4238
10.7838	36.7603
16.1459	32.9472
10.7838	36.6411
15.9076	33.3047
10.6647	36.6411
16.1459	33.1855
