19.4579	88.7208
24.0695	83.6927
18.5356	88.3340
23.7124	83.6927
17.8215	87.9770
23.5339	83.1571
16.0364	87.2629
22.9984	83.6927
16.9289	87.4414
22.9984	83.1571
18.1785	88.6910
23.5339	84.2282
17.8215	88.6910
22.4628	83.3356
16.0364	87.4414
22.6414	83.1571
15.8579	87.4414
22.6414	82.4431
15.6794	87.0844
22.1058	82.0861
15.6794	87.9770
23.7124	83.6927
16.0364	88.1555
23.3554	83.8712
16.9289	89.0480
23.1769	84.5852
17.4645	89.0480
23.1769	85.2993
16.9289	88.3340
22.6414	82.8001
18.0000	89.0480
25.1405	83.8712
16.9289	88.5125
23.3554	84.4067
14.9653	87.9770
22.4628	84.7637
15.6794	89.2266
23.1769	86.0133
16.2149	89.0480
22.6414	85.1208
15.8579	89.2266
22.6414	83.5142
14.2513	89.0480
22.4628	83.1571
14.4298	88.6910
22.1058	83.5142
14.2513	87.9770
22.2843	83.1571
14.9653	87.9770
21.9273	82.8001
14.2513	87.2629
22.1058	81.7290
