15.7233	37.6406
20.1901	37.5811
16.9740	39.0105
20.4284	37.1046
16.0211	38.7722
21.1431	36.8664
15.7829	38.8913
20.5475	37.7002
16.4975	40.0825
21.7386	38.1766
16.1402	39.7251
21.0240	37.7002
16.1402	40.7972
22.2151	38.8913
15.5446	40.6781
21.7386	39.1296
16.6167	41.0354
22.0960	39.1296
16.3784	41.3928
22.6916	39.3678
16.1402	41.1545
22.6916	39.6060
15.9020	41.3928
22.6916	39.8443
17.2122	42.4648
22.9298	40.5590
18.1652	43.4177
23.1680	39.8443
18.1652	43.5369
22.8107	40.0825
15.6637	41.9883
23.0489	40.2016
16.6167	42.7030
22.9298	41.1545
15.7829	42.9413
22.9298	41.7501
17.0931	43.8942
22.3342	41.6310
15.9020	43.5369
22.5725	41.8692
15.1873	43.0604
22.3342	42.1075
15.6637	43.6560
22.3342	41.8692
15.5446	43.0604
22.6916	41.7501
