18.1443	60.7574
27.0091	64.7491
18.2998	61.2240
26.9054	63.9197
18.1961	60.3945
26.8017	64.3344
18.1961	60.3945
26.4906	63.6086
17.8851	60.9129
26.2833	65.3712
18.4035	61.4313
26.4906	63.7123
18.4035	62.1571
26.3870	64.2307
18.1961	62.0534
26.0759	65.1639
18.4035	61.9497
27.0091	64.5418
18.1961	62.6755
26.0759	64.5418
19.0256	62.0534
26.3870	64.1271
18.5072	62.9866
26.4906	64.3344
18.2998	62.7792
27.0091	64.5418
18.0924	62.6755
27.3201	63.6086
18.0924	62.0534
27.4238	64.1271
18.0924	61.2240
27.6311	64.4381
17.3667	61.2240
27.5275	64.4381
17.3667	61.5350
27.4238	64.6455
17.2630	62.0534
27.9422	64.9565
17.1593	62.5718
27.4238	65.8896
17.3667	62.3645
27.9422	66.0970
17.3667	62.6755
27.2164	66.3044
17.0556	62.1571
27.4238	65.7860
17.4703	61.9497
27.7348	66.9265
17.1593	63.1939
27.8385	66.6154
17.5740	61.1203
28.3569	66.4081
17.6777	62.0534
28.7716	66.8228
17.0556	62.7792
28.7716	67.0301
17.0556	61.7424
28.8753	66.6154
17.6777	62.0534
27.9422	67.8596
17.6777	61.5350
28.9790	67.0301
17.7814	61.9497
28.9790	67.6522
18.4035	60.9129
28.9790	67.5485
17.6777	61.7424
29.2900	67.2375
18.0924	61.3277
28.6680	67.9633
17.7814	60.8092
29.3937	67.2375
18.1961	61.6387
29.2900	67.2375
18.0924	61.2240
29.3937	67.5485
17.9888	61.0166
28.9790	66.8228
17.6777	61.8461
30.0158	67.4449
18.0924	61.2240
29.1864	67.0301
17.7814	61.5350
29.7048	66.6154
18.4035	62.4682
30.0158	66.2007
18.2998	62.3645
30.0158	66.8228
