20.4699	75.2695
30.5094	77.7038
20.8430	76.8509
29.6565	80.2626
21.1273	81.6841
29.5143	81.3998
20.7009	76.9931
29.0879	81.8262
20.7009	73.8657
31.7887	76.9931
21.4116	71.8756
31.6466	77.8460
20.8430	73.0128
32.0730	76.7088
20.4166	74.2922
31.3623	78.6989
20.9852	74.0079
31.2201	77.8460
21.1273	70.8805
31.9309	76.8509
21.4116	73.0128
31.9309	76.7088
21.2695	73.0128
31.7887	77.8460
21.8381	73.2971
33.2103	75.8559
21.1273	72.3021
32.2152	76.5666
21.4116	72.7285
32.9260	76.2823
21.2695	72.7285
32.3573	76.9931
21.2695	73.2971
31.9309	77.1352
21.2695	73.4393
32.3573	77.4195
21.6959	74.4343
32.3573	77.2774
20.9852	74.8608
32.3573	77.5617
21.1273	76.5666
32.6416	77.8460
21.1273	75.1451
32.7838	77.1352
21.4116	75.7137
32.9260	77.4195
21.4116	76.4245
32.2152	78.2724
21.1273	76.2823
32.3573	77.8460
20.8430	75.9980
32.7838	77.1352
21.4116	75.5715
33.0681	76.9931
21.5538	76.4245
32.6416	77.7038
21.5538	75.9980
32.9260	77.8460
21.6959	76.4245
32.2152	77.9881
21.8381	76.9931
32.6416	77.9881
21.6959	77.2774
32.2152	78.5567
21.9803	76.5666
32.3573	78.9832
21.8381	76.8509
32.6416	77.9881
22.2646	77.7038
33.0681	77.7038
21.2695	76.5666
32.7838	77.5617
